text,aspect_term,from,to,polarity
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas,23,34,1
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",paninis,36,43,1
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",tramezzinis,45,56,1
"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",waiters,27,34,1
"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",diners,125,131,0
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",chef,48,52,1
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",dishes,128,134,1
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",cuisine,82,89,0
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",Indian,154,160,1
The owner truly caters to all your needs.,owner,4,9,1
He takes real pride in his food and his business.,food,27,31,1
"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",meal,33,37,1
"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",pre-theater prix-fixe,72,93,1
"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",food,84,88,1
"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",wine,93,97,1
"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",dining,53,59,1
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",menu,14,18,1
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",fried chicken,78,91,0
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",pork chop,93,102,0
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",noodle dishes,108,121,0
I cannot imagine better Indian food in all of the city.,Indian food,24,35,1
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,privacy,80,87,1
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,corner booth table,48,66,1
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,place,15,20,1
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager,50,57,-1
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,open faced cheese sandwich,15,41,0
very good breads as well.,breads,10,16,1
"if this happens, just ask for real naan.",naan,35,39,0
We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,squid,73,78,-1
We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,half-price Saturday night option,20,52,1
"Pizza is terrific, as is homemade pasta.",Pizza,0,5,1
"Pizza is terrific, as is homemade pasta.",homemade pasta,25,39,1
This is a wonderful place on all stand points especially value ofr money.,value ofr money,57,72,1
Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,soup,15,19,1
Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,mushrooms,65,74,1
There are other people waiting!,waiting,23,30,-1
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",beginning appetizers,5,25,1
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",scallops,31,39,1
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",chocolate souffle with rasberry mint sorbet,74,117,1
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",taste,144,149,1
Consistently good Japanese Tapas.,Japanese Tapas,18,32,1
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",fish,33,37,1
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",rice,45,49,1
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",seaweed,57,64,1
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",dishes,4,10,1
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",lamb sausages,62,75,1
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",sardines with biscuits,77,99,1
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",large whole shrimp,101,119,1
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",pistachio ice cream,135,154,1
The food is reliable and the price is moderate.,food,4,8,1
The food is reliable and the price is moderate.,price,29,34,0
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance,10,18,1
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",atmosphere,23,33,1
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,50,54,-1
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",service,59,66,-1
The server was really cool and served us our food and drinks with a smile.,server,4,10,1
The server was really cool and served us our food and drinks with a smile.,food,45,49,0
The server was really cool and served us our food and drinks with a smile.,drinks,54,60,0
The server was really cool and served us our food and drinks with a smile.,served,31,37,1
We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,food,21,25,0
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",sushi,75,80,1
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",thai food,103,112,1
