text,aspect_term,from,to,polarity
"Of course, for a student, weight is always an issue.",weight,26,32,0
"Now mainboard is broken, have to wait for a new one.",mainboard,4,13,-1
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",speed,4,9,-1
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",hard drive,59,69,0
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",500gb external hard drive,123,148,0
2.The wireless card is low quality.,wireless card,6,19,-1
They also use two totally different operating systems.,operating systems,36,53,0
They are about the same size keys.,keys,29,33,0
"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",accessories,90,101,-1
"They offer the best warranty in the business, and don't 3rd party it out like Toshiba.",warranty,20,28,1
The only problems are the sound isnt very loud I have to wear headphones.,sound,26,31,-1
Again- windows based machines were not giving me anything to work with!,windows,7,14,-1
"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",system,100,106,0
i love the size of the computer since i play games on it.,size,11,15,1
i love the size of the computer since i play games on it.,games,45,50,0
"You know, using the computer should be fun, not aggrevation, especially when you are playing games or working with photos.",playing games,85,98,0
There are no viruses or spyware to worry about like on a Windows computer.,Windows,57,64,-1
To be honest i think it was faulty equipment or something but idk.,equipment,35,44,-1
"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",size,34,38,1
"I love its solid build, light wt and excellent battery life (for now).",build,17,22,1
"I love its solid build, light wt and excellent battery life (for now).",wt,30,32,1
"I love its solid build, light wt and excellent battery life (for now).",battery life,47,59,1
"while about 8 years ago, I hope that the quality has changed.",quality,41,48,-1
"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",Apple navigation,83,99,0
"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",apps,141,145,1
-I propose that I can just swap the hard drives.,hard drives,36,47,0
"The battery holds up well, it's built very solidly, and runs fast.",battery,4,11,1
"The battery holds up well, it's built very solidly, and runs fast.",built,32,37,1
"The battery holds up well, it's built very solidly, and runs fast.",runs,56,60,1
Sound card is limited though.,Sound card,0,10,-1
This is a nicely sized laptop with lots of processing power and long battery life.,processing power,43,59,1
This is a nicely sized laptop with lots of processing power and long battery life.,battery life,69,81,1
This is a nicely sized laptop with lots of processing power and long battery life.,sized,17,22,1
  The only thing I can imagine is that Sony jumped on early specifications for Vista requirements from Microsoft and designed it to those inadequate requirements.,Vista,79,84,-1
"The keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.",desktop keyboard,67,83,0
The display is awesome.,display,4,11,1
It took several weeks just to get them to acknowledge that I owned the warranty.,warranty,71,79,-1
The keyboard is like no other laptop keyboard.,keyboard,4,12,0
The keyboard is like no other laptop keyboard.,keyboard,37,45,0
-Computer crashed frequently and battery life decreased very quickly.,battery life,33,45,-1
-I propose that they can just swap the hard drives.,hard drives,39,50,0
Every driver on the drivers/applications DVD is everything you will need for a reload.,driver,6,12,1
Every driver on the drivers/applications DVD is everything you will need for a reload.,drivers/applications DVD,20,44,1
I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,repair depot,15,27,0
I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,repair depot,99,111,0
It's also fairly easy to use the Operating System.,Operating System,33,49,1
We figure that after everything HIS pc actually ended up costing $350 more than my original Mac.,costing,57,64,-1
So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,AC plug,14,21,-1
Peformance is good for the price.,Peformance,0,10,1
Peformance is good for the price.,price,27,32,1
The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,shipping,64,72,-1
Summary: HP knew they were shipping out bad BIOS and did nothing proactive to resolve it.,BIOS,44,48,-1
I had 3 months when the ports started going out.,ports,24,29,-1
"The improvements to the OS have been relatively gradual, but substantive.",OS,24,26,1
It is super easy to use.,use,20,23,1
Many of my classmates computers hard drives crashed.,hard drives,32,43,-1
Ease of use is just one of the benefits I love about my Mac.,use,8,11,1
"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",MS Office,81,90,0
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",shipping,57,65,1
